,name,ageDuringRace,points
1567,Kevin Magnussen,21,0.0
1568,Kevin Magnussen,23,0.0
1569,Kevin Magnussen,24,0.0
1570,Kevin Magnussen,25,4.0
1571,Kevin Magnussen,26,0.0
1572,Kevin Magnussen,27,0.0
1573,Jenson Button,34,8.0
1574,Jenson Button,35,0.0
1575,Jenson Button,36,0.0
1576,Fernando Alonso,33,6.0
1577,Fernando Alonso,34,0.0
1578,Fernando Alonso,35,6.0
1579,Fernando Alonso,36,0.0
1580,Fernando Alonso,37,0.0
1581,Valtteri Bottas,25,15.0
1582,Valtteri Bottas,26,2.0
1583,Valtteri Bottas,27,4.0
1584,Valtteri Bottas,28,10.0
1585,Valtteri Bottas,29,12.0
1586,Valtteri Bottas,30,15.0
1587,Valtteri Bottas,31,18.0
1588,Nico Hülkenberg,27,1.0
1589,Nico Hülkenberg,28,0.0
1590,Nico Hülkenberg,29,12.0
1591,Nico Hülkenberg,30,8.0
1592,Nico Hülkenberg,31,0.0
1593,Nico Hülkenberg,32,4.0
1594,Kimi Räikkönen,34,12.0
1595,Kimi Räikkönen,35,6.0
1596,Kimi Räikkönen,36,2.0
1597,Kimi Räikkönen,37,12.0
1598,Kimi Räikkönen,38,0.0
1599,Kimi Räikkönen,39,0.0
1600,Kimi Räikkönen,40,0.0
1601,Jean-Éric Vergne,24,0.0
1602,Daniil Kvyat,20,2.0
1603,Daniil Kvyat,21,12.0
1604,Daniil Kvyat,22,0.0
1605,Daniil Kvyat,23,0.0
1606,Daniil Kvyat,25,6.0
1607,Daniil Kvyat,26,0.0
1608,Sergio Pérez,24,4.0
1609,Sergio Pérez,25,10.0
1610,Sergio Pérez,26,10.0
1611,Sergio Pérez,27,0.0
1612,Sergio Pérez,28,10.0
1613,Sergio Pérez,29,8.0
1614,Sergio Pérez,30,1.0
1615,Adrian Sutil,31,0.0
1616,Esteban Gutiérrez,23,0.0
1617,Esteban Gutiérrez,25,0.0
1618,Max Chilton,23,0.0
1619,Jules Bianchi,25,0.0
1620,Romain Grosjean,28,0.0
1621,Romain Grosjean,29,15.0
1622,Romain Grosjean,30,0.0
1623,Romain Grosjean,31,6.0
1624,Romain Grosjean,32,6.0
1625,Romain Grosjean,33,0.0
1626,Romain Grosjean,34,0.0
1627,Pastor Maldonado,29,0.0
1628,Pastor Maldonado,30,0.0
1629,Marcus Ericsson,23,0.0
1630,Marcus Ericsson,24,1.0
1631,Marcus Ericsson,26,0.0
1632,Marcus Ericsson,27,0.0
1633,Marcus Ericsson,28,1.0
1634,Sebastian Vettel,27,10.0
1635,Sebastian Vettel,28,0.0
1636,Sebastian Vettel,29,8.0
1637,Sebastian Vettel,30,18.0
1638,Sebastian Vettel,31,25.0
1639,Sebastian Vettel,32,13.0
1640,Sebastian Vettel,33,0.0
1641,Lewis Hamilton,29,0.0
1642,Lewis Hamilton,30,25.0
1643,Lewis Hamilton,31,15.0
1644,Lewis Hamilton,32,25.0
1645,Lewis Hamilton,33,18.0
1646,Lewis Hamilton,34,18.0
1647,Lewis Hamilton,35,25.0
1648,Felipe Massa,33,0.0
1649,Felipe Massa,34,8.0
1650,Felipe Massa,35,1.0
1651,Felipe Massa,36,4.0
1652,Daniel Ricciardo,25,25.0
1653,Daniel Ricciardo,26,0.0
1654,Daniel Ricciardo,27,18.0
1655,Daniel Ricciardo,28,15.0
1656,Daniel Ricciardo,29,0.0
1657,Daniel Ricciardo,30,0.0
1658,Daniel Ricciardo,31,13.0
1659,André Lotterer,32,0.0
1660,Will Stevens,24,0.0
1662,Felipe Nasr,23,0.0
1663,Felipe Nasr,24,0.0
1664,Carlos Sainz,20,0.0
1665,Carlos Sainz,22,0.0
1666,Carlos Sainz,23,1.0
1667,Carlos Sainz,24,0.0
1668,Carlos Sainz,25,0.0
1669,Carlos Sainz,26,0.0
1670,Max Verstappen,17,4.0
1671,Max Verstappen,18,0.0
1672,Max Verstappen,19,0.0
1673,Max Verstappen,20,15.0
1674,Max Verstappen,21,0.0
1675,Max Verstappen,22,15.0
1676,Roberto Merhi,24,0.0
1678,Jolyon Palmer,25,0.0
1679,Jolyon Palmer,26,0.0
1680,Pascal Wehrlein,21,0.0
1681,Pascal Wehrlein,22,0.0
1682,Stoffel Vandoorne,25,0.0
1683,Stoffel Vandoorne,26,0.0
1684,Esteban Ocon,19,0.0
1685,Esteban Ocon,20,2.0
1686,Esteban Ocon,21,8.0
1687,Esteban Ocon,23,10.0
1688,Antonio Giovinazzi,25,0.0
1689,Antonio Giovinazzi,26,0.0
1690,Lance Stroll,18,0.0
1691,Lance Stroll,19,0.0
1692,Lance Stroll,20,1.0
1693,Lance Stroll,21,2.0
1694,Pierre Gasly,22,2.0
1695,Pierre Gasly,23,2.0
1696,Pierre Gasly,24,4.0
1697,Brendon Hartley,28,0.0
1698,Charles Leclerc,20,0.0
1699,Charles Leclerc,21,25.0
1700,Charles Leclerc,22,0.0
1701,Sergey Sirotkin,23,0.0
1702,Lando Norris,19,0.0
1703,Lando Norris,20,6.0
1704,Alexander Albon,23,10.0
1705,Alexander Albon,24,8.0
1706,George Russell,21,0.0
1707,George Russell,22,0.0
1708,Robert Kubica,34,0.0
1709,Nicholas Latifi,25,0.0
1711,Nico Rosberg,29,18.0
1712,Nico Rosberg,30,0.0
1713,Nico Rosberg,31,25.0
1714,Kevin Magnussen,21,1.0
1715,Kevin Magnussen,23,0.0
1716,Kevin Magnussen,24,0.0
1717,Kevin Magnussen,25,0.0
1718,Kevin Magnussen,26,0.0
1719,Kevin Magnussen,27,0.0
1720,Jenson Button,34,4.0
1721,Jenson Button,35,0.0
1722,Jenson Button,36,0.0
1723,Fernando Alonso,33,0.0
1724,Fernando Alonso,34,0.0
1725,Fernando Alonso,35,0.0
1726,Fernando Alonso,36,0.0
1727,Fernando Alonso,37,0.0
1728,Valtteri Bottas,25,12.0
1729,Valtteri Bottas,26,12.0
1730,Valtteri Bottas,27,8.0
1731,Valtteri Bottas,28,18.0
1732,Valtteri Bottas,29,15.0
1733,Valtteri Bottas,30,18.0
1734,Valtteri Bottas,31,10.0
1735,Nico Hülkenberg,27,0.0
1736,Nico Hülkenberg,28,6.0
1737,Nico Hülkenberg,29,1.0
1738,Nico Hülkenberg,30,0.0
1739,Nico Hülkenberg,31,0.0
1740,Nico Hülkenberg,32,10.0
1741,Kimi Räikkönen,34,2.0
1742,Kimi Räikkönen,35,10.0
1743,Kimi Räikkönen,36,12.0
1744,Kimi Räikkönen,37,10.0
1745,Kimi Räikkönen,38,18.0
1746,Kimi Räikkönen,39,0.0
1747,Kimi Räikkönen,40,0.0
1748,Jean-Éric Vergne,24,0.0
1749,Daniil Kvyat,20,0.0
1750,Daniil Kvyat,21,1.0
1751,Daniil Kvyat,22,0.0
1752,Daniil Kvyat,23,0.0
1753,Daniil Kvyat,25,0.0
1754,Daniil Kvyat,26,2.0
1755,Sergio Pérez,24,6.0
1756,Sergio Pérez,25,8.0
1757,Sergio Pérez,26,4.0
1758,Sergio Pérez,27,2.0
1759,Sergio Pérez,28,6.0
1760,Sergio Pérez,29,6.0
1761,Sergio Pérez,30,1.0
1762,Adrian Sutil,31,0.0
1763,Esteban Gutiérrez,23,0.0
1764,Esteban Gutiérrez,25,0.0
1765,Max Chilton,23,0.0
1766,Jules Bianchi,25,0.0
1767,Romain Grosjean,28,0.0
1768,Romain Grosjean,29,0.0
1769,Romain Grosjean,30,0.0
1770,Romain Grosjean,31,0.0
1771,Romain Grosjean,32,0.0
1772,Romain Grosjean,33,0.0
1773,Romain Grosjean,34,0.0
1774,Pastor Maldonado,29,0.0
1775,Pastor Maldonado,30,0.0
1776,Marcus Ericsson,24,0.0
1777,Marcus Ericsson,25,2.0
1778,Marcus Ericsson,26,0.0
1779,Marcus Ericsson,27,0.0
1780,Marcus Ericsson,28,0.0
1781,Sebastian Vettel,27,8.0
1782,Sebastian Vettel,28,18.0
1783,Sebastian Vettel,29,15.0
1784,Sebastian Vettel,30,15.0
1785,Sebastian Vettel,31,12.0
1786,Sebastian Vettel,32,0.0
1787,Sebastian Vettel,33,0.0
1788,Lewis Hamilton,29,25.0
1789,Lewis Hamilton,30,25.0
1790,Lewis Hamilton,31,18.0
1791,Lewis Hamilton,32,25.0
1792,Lewis Hamilton,33,25.0
1793,Lewis Hamilton,34,16.0
1794,Lewis Hamilton,35,7.0
1795,Felipe Massa,33,15.0
1796,Felipe Massa,34,15.0
1797,Felipe Massa,35,2.0
1798,Felipe Massa,36,4.0
1799,Kamui Kobayashi,28,0.0
1800,Daniel Ricciardo,25,10.0
1801,Daniel Ricciardo,26,4.0
1802,Daniel Ricciardo,27,10.0
1803,Daniel Ricciardo,28,12.0
1804,Daniel Ricciardo,29,0.0
1805,Daniel Ricciardo,30,12.0
1806,Daniel Ricciardo,31,8.0
1807,Will Stevens,24,0.0
1808,Felipe Nasr,23,0.0
1809,Felipe Nasr,24,0.0
1810,Carlos Sainz,21,0.0
1811,Carlos Sainz,22,0.0
1812,Carlos Sainz,23,0.0
1813,Carlos Sainz,24,4.0
1814,Carlos Sainz,25,0.0
1815,Carlos Sainz,26,18.0
1816,Max Verstappen,17,0.0
1817,Max Verstappen,18,6.0
1818,Max Verstappen,19,1.0
1819,Max Verstappen,20,10.0
1820,Max Verstappen,21,4.0
1821,Max Verstappen,22,0.0
1822,Roberto Merhi,24,0.0
1823,Jolyon Palmer,25,0.0
1824,Jolyon Palmer,26,0.0
1825,Pascal Wehrlein,21,0.0
1826,Pascal Wehrlein,22,0.0
1827,Stoffel Vandoorne,25,0.0
1828,Stoffel Vandoorne,26,0.0
1829,Esteban Ocon,19,0.0
1830,Esteban Ocon,20,8.0
1831,Esteban Ocon,21,8.0
1832,Esteban Ocon,23,4.0
1833,Antonio Giovinazzi,25,2.0
1834,Antonio Giovinazzi,26,0.0
1835,Lance Stroll,18,6.0
1836,Lance Stroll,19,2.0
1837,Lance Stroll,20,0.0
1838,Lance Stroll,21,15.0
1839,Pierre Gasly,22,0.0
1840,Pierre Gasly,23,0.0
1841,Pierre Gasly,24,25.0
1842,Brendon Hartley,28,0.0
1843,Charles Leclerc,20,0.0
1844,Charles Leclerc,21,25.0
1845,Charles Leclerc,22,0.0
1846,Sergey Sirotkin,23,1.0
1847,Lando Norris,19,1.0
1848,Lando Norris,20,12.0
1849,Alexander Albon,23,8.0
1850,Alexander Albon,24,0.0
1851,George Russell,21,0.0
1852,George Russell,22,0.0
1853,Robert Kubica,34,0.0
1854,Nicholas Latifi,25,0.0
1856,Nico Rosberg,29,0.0
1857,Nico Rosberg,30,12.0
1858,Nico Rosberg,31,25.0
1859,Kevin Magnussen,21,1.0
1860,Kevin Magnussen,23,1.0
1861,Kevin Magnussen,24,0.0
1862,Kevin Magnussen,25,0.0
1863,Kevin Magnussen,26,0.0
1864,Jenson Button,34,0.0
1865,Jenson Button,35,0.0
1866,Jenson Button,36,0.0
1867,Fernando Alonso,33,12.0
1868,Fernando Alonso,34,0.0
1869,Fernando Alonso,35,6.0
1870,Fernando Alonso,36,0.0
1871,Fernando Alonso,37,6.0
1872,Valtteri Bottas,25,0.0
1873,Valtteri Bottas,26,10.0
1874,Valtteri Bottas,27,0.0
1875,Valtteri Bottas,28,15.0
1876,Valtteri Bottas,29,12.0
1877,Valtteri Bottas,30,10.0
1878,Nico Hülkenberg,27,2.0
1879,Nico Hülkenberg,28,0.0
1880,Nico Hülkenberg,29,0.0
1881,Nico Hülkenberg,30,0.0
1882,Nico Hülkenberg,31,1.0
1883,Nico Hülkenberg,32,2.0
1884,Kimi Räikkönen,34,4.0
1885,Kimi Räikkönen,35,15.0
1886,Kimi Räikkönen,36,12.0
1887,Kimi Räikkönen,37,0.0
1888,Kimi Räikkönen,38,10.0
1889,Kimi Räikkönen,39,0.0
1890,Jean-Éric Vergne,24,8.0
1891,Daniil Kvyat,20,0.0
1892,Daniil Kvyat,21,8.0
1893,Daniil Kvyat,22,2.0
1894,Daniil Kvyat,23,0.0
1895,Daniil Kvyat,25,0.0
1896,Sergio Pérez,24,6.0
1897,Sergio Pérez,25,6.0
1898,Sergio Pérez,26,4.0
1899,Sergio Pérez,27,10.0
1900,Sergio Pérez,28,0.0
1901,Sergio Pérez,29,0.0
1902,Adrian Sutil,31,0.0
1903,Esteban Gutiérrez,23,0.0
1904,Esteban Gutiérrez,25,0.0
1905,Max Chilton,23,0.0
1906,Jules Bianchi,25,0.0
1907,Romain Grosjean,28,0.0
1908,Romain Grosjean,29,0.0
1909,Romain Grosjean,30,0.0
1910,Romain Grosjean,31,2.0
1911,Romain Grosjean,32,0.0
1912,Romain Grosjean,33,0.0
1913,Pastor Maldonado,29,0.0
1914,Pastor Maldonado,30,0.0
1915,Marcus Ericsson,24,0.0
1916,Marcus Ericsson,25,0.0
1917,Marcus Ericsson,26,0.0
1918,Marcus Ericsson,27,0.0
1919,Marcus Ericsson,28,0.0
1920,Sebastian Vettel,27,18.0
1921,Sebastian Vettel,28,25.0
1922,Sebastian Vettel,29,10.0
1923,Sebastian Vettel,30,0.0
1924,Sebastian Vettel,31,15.0
1925,Sebastian Vettel,32,25.0
1926,Lewis Hamilton,29,25.0
1927,Lewis Hamilton,30,0.0
1928,Lewis Hamilton,31,15.0
1929,Lewis Hamilton,32,25.0
1930,Lewis Hamilton,33,25.0
1931,Lewis Hamilton,34,12.0
1932,Felipe Massa,33,10.0
1933,Felipe Massa,34,0.0
1934,Felipe Massa,35,0.0
1935,Felipe Massa,36,0.0
1936,Kamui Kobayashi,28,0.0
1937,Daniel Ricciardo,25,15.0
1938,Daniel Ricciardo,26,18.0
1939,Daniel Ricciardo,27,18.0
1940,Daniel Ricciardo,28,18.0
1941,Daniel Ricciardo,29,8.0
1942,Daniel Ricciardo,30,0.0
1943,Will Stevens,24,0.0
1944,Felipe Nasr,23,1.0
1945,Felipe Nasr,24,0.0
1946,Carlos Sainz,21,2.0
1947,Carlos Sainz,22,0.0
1948,Carlos Sainz,23,12.0
1949,Carlos Sainz,24,4.0
1950,Carlos Sainz,25,0.0
1951,Max Verstappen,17,4.0
1952,Max Verstappen,18,8.0
1953,Max Verstappen,19,0.0
1954,Max Verstappen,20,18.0
1955,Max Verstappen,21,15.0
