,season,round,race_name,name,constructor,grid,qual_position,q_best,q_worst,q_mean,ageDuringRace,circuitId,locality,country,type,direction,length,weather,finish_position,points,filled_splits
804,2016,1,australian,Max Verstappen,alphatauri,5.0,5.0,85.434,86.934,85.99433333333332,6746 days,albert_park,Melbourne,Australia,Street circuit,Clockwise,5.303,partly cloudy 22.5°c  (72.5°f) air temperature 31.0°c  (88.0°f) track temperature 4m/s  (8.9mph  14km/h) wind from the south dry light clouds,10.0,1.0,76.83300000000054
805,2016,1,australian,Jolyon Palmer,renault,13.0,14.0,87.241,87.601,87.42099999999999,9191 days,albert_park,Melbourne,Australia,Street circuit,Clockwise,5.303,partly cloudy 22.5°c  (72.5°f) air temperature 31.0°c  (88.0°f) track temperature 4m/s  (8.9mph  14km/h) wind from the south dry light clouds,11.0,0.0,83.39900000000034
806,2016,1,australian,Kevin Magnussen,renault,14.0,15.0,87.297,87.742,87.5195,8567 days,albert_park,Melbourne,Australia,Street circuit,Clockwise,5.303,partly cloudy 22.5°c  (72.5°f) air temperature 31.0°c  (88.0°f) track temperature 4m/s  (8.9mph  14km/h) wind from the south dry light clouds,12.0,0.0,85.60600000000068
807,2016,1,australian,Sergio Pérez,racing_point,9.0,9.0,85.753,86.607,86.18,9550 days,albert_park,Melbourne,Australia,Street circuit,Clockwise,5.303,partly cloudy 22.5°c  (72.5°f) air temperature 31.0°c  (88.0°f) track temperature 4m/s  (8.9mph  14km/h) wind from the south dry light clouds,13.0,0.0,91.69900000000052
808,2016,1,australian,Jenson Button,mclaren,12.0,13.0,86.304,86.74,86.52199999999999,13210 days,albert_park,Melbourne,Australia,Street circuit,Clockwise,5.303,partly cloudy 22.5°c  (72.5°f) air temperature 31.0°c  (88.0°f) track temperature 4m/s  (8.9mph  14km/h) wind from the south dry light clouds,14.0,0.0,91.69900000000052
809,2016,1,australian,Felipe Nasr,alfa,17.0,17.0,87.958,87.958,87.958,8612 days,albert_park,Melbourne,Australia,Street circuit,Clockwise,5.303,partly cloudy 22.5°c  (72.5°f) air temperature 31.0°c  (88.0°f) track temperature 4m/s  (8.9mph  14km/h) wind from the south dry light clouds,15.0,0.0,91.69900000000052
810,2016,1,australian,Pascal Wehrlein,manor,21.0,22.0,89.642,89.642,89.642,7824 days,albert_park,Melbourne,Australia,Street circuit,Clockwise,5.303,partly cloudy 22.5°c  (72.5°f) air temperature 31.0°c  (88.0°f) track temperature 4m/s  (8.9mph  14km/h) wind from the south dry light clouds,16.0,0.0,91.69900000000052
811,2016,1,australian,Marcus Ericsson,alfa,15.0,16.0,87.435,87.435,87.435,9331 days,albert_park,Melbourne,Australia,Street circuit,Clockwise,5.303,partly cloudy 22.5°c  (72.5°f) air temperature 31.0°c  (88.0°f) track temperature 4m/s  (8.9mph  14km/h) wind from the south dry light clouds,17.0,0.0,91.69900000000052
812,2016,1,australian,Kimi Räikkönen,ferrari,4.0,4.0,85.033,86.579,85.74233333333332,13304 days,albert_park,Melbourne,Australia,Street circuit,Clockwise,5.303,partly cloudy 22.5°c  (72.5°f) air temperature 31.0°c  (88.0°f) track temperature 4m/s  (8.9mph  14km/h) wind from the south dry light clouds,18.0,0.0,91.69900000000052
813,2016,1,australian,Rio Haryanto,manor,22.0,21.0,89.627,89.627,89.627,8458 days,albert_park,Melbourne,Australia,Street circuit,Clockwise,5.303,partly cloudy 22.5°c  (72.5°f) air temperature 31.0°c  (88.0°f) track temperature 4m/s  (8.9mph  14km/h) wind from the south dry light clouds,19.0,0.0,91.69900000000052
814,2016,1,australian,Esteban Gutiérrez,haas,20.0,20.0,89.606,89.606,89.606,8994 days,albert_park,Melbourne,Australia,Street circuit,Clockwise,5.303,partly cloudy 22.5°c  (72.5°f) air temperature 31.0°c  (88.0°f) track temperature 4m/s  (8.9mph  14km/h) wind from the south dry light clouds,20.0,0.0,91.69900000000052
815,2016,1,australian,Fernando Alonso,mclaren,11.0,12.0,86.125,86.537,86.331,12653 days,albert_park,Melbourne,Australia,Street circuit,Clockwise,5.303,partly cloudy 22.5°c  (72.5°f) air temperature 31.0°c  (88.0°f) track temperature 4m/s  (8.9mph  14km/h) wind from the south dry light clouds,21.0,0.0,91.69900000000052
816,2016,1,australian,Daniil Kvyat,red_bull,18.0,18.0,88.006,88.006,88.006,7999 days,albert_park,Melbourne,Australia,Street circuit,Clockwise,5.303,partly cloudy 22.5°c  (72.5°f) air temperature 31.0°c  (88.0°f) track temperature 4m/s  (8.9mph  14km/h) wind from the south dry light clouds,22.0,0.0,91.69900000000052
817,2016,2,bahrain,Nico Rosberg,mercedes,2.0,2.0,89.57,91.325,90.47666666666667,11238 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,1.0,25.0,0.0
818,2016,2,bahrain,Kimi Räikkönen,ferrari,4.0,4.0,90.244,91.685,90.82933333333334,13318 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,2.0,18.0,10.282000000000153
819,2016,2,bahrain,Lewis Hamilton,mercedes,1.0,1.0,89.493,91.391,90.30766666666666,11409 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,3.0,15.0,30.14800000000014
820,2016,2,bahrain,Daniel Ricciardo,red_bull,5.0,5.0,90.854,91.403,91.12633333333333,9773 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,4.0,12.0,62.49399999999969
821,2016,2,bahrain,Romain Grosjean,haas,9.0,9.0,91.756,92.005,91.8805,10944 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,5.0,10.0,78.29899999999998
822,2016,2,bahrain,Max Verstappen,alphatauri,10.0,10.0,91.772,91.888,91.83000000000001,6760 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,6.0,8.0,80.92900000000009
823,2016,2,bahrain,Daniil Kvyat,red_bull,15.0,15.0,92.241,92.559,92.4,8013 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,7.0,6.0,80.92900000000009
824,2016,2,bahrain,Felipe Massa,williams,7.0,7.0,91.155,92.045,91.52466666666665,12762 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,8.0,4.0,80.92900000000009
825,2016,2,bahrain,Valtteri Bottas,williams,6.0,6.0,90.931,91.672,91.25200000000001,9715 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,9.0,2.0,80.92900000000009
826,2016,2,bahrain,Stoffel Vandoorne,mclaren,12.0,12.0,91.934,92.472,92.203,8774 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,10.0,1.0,80.92900000000009
827,2016,2,bahrain,Kevin Magnussen,renault,22.0,19.0,93.181,93.181,93.181,8581 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,11.0,0.0,80.92900000000009
828,2016,2,bahrain,Marcus Ericsson,alfa,17.0,17.0,92.84,92.84,92.84,9345 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,12.0,0.0,80.92900000000009
829,2016,2,bahrain,Pascal Wehrlein,manor,16.0,16.0,92.806,92.806,92.806,7838 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,13.0,0.0,80.92900000000009
830,2016,2,bahrain,Felipe Nasr,alfa,21.0,22.0,94.388,94.388,94.388,8626 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,14.0,0.0,80.92900000000009
831,2016,2,bahrain,Nico Hülkenberg,racing_point,8.0,8.0,91.604,91.987,91.73700000000001,10455 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,15.0,0.0,80.92900000000009
832,2016,2,bahrain,Sergio Pérez,racing_point,18.0,18.0,92.911,92.911,92.911,9564 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,16.0,0.0,80.92900000000009
833,2016,2,bahrain,Rio Haryanto,manor,20.0,21.0,94.19,94.19,94.19,8472 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,17.0,0.0,80.92900000000009
834,2016,2,bahrain,Carlos Sainz,alphatauri,11.0,11.0,91.716,91.816,91.76599999999999,7885 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,18.0,0.0,80.92900000000009
835,2016,2,bahrain,Esteban Gutiérrez,haas,13.0,13.0,91.945,92.118,92.0315,9008 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,19.0,0.0,80.92900000000009
836,2016,2,bahrain,Jenson Button,mclaren,14.0,14.0,91.976,91.998,91.987,13224 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,20.0,0.0,80.92900000000009
837,2016,2,bahrain,Sebastian Vettel,ferrari,3.0,3.0,90.012,91.636,90.68566666666668,10502 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,21.0,0.0,80.92900000000009
838,2016,2,bahrain,Jolyon Palmer,renault,19.0,20.0,93.438,93.438,93.438,9205 days,bahrain,Sakhir,Bahrain,Race circuit,Clockwise,5.412,dry 21.5°c  (71.0°f) air temperature 27.5°c  (81.5°f) track temperature 2m/s  (6.6ft/s) wind from the southwest dry clear sky,22.0,0.0,80.92900000000009
839,2016,3,chinese,Nico Rosberg,mercedes,1.0,1.0,95.402,97.669,96.437,11252 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,1.0,25.0,0.0
840,2016,3,chinese,Sebastian Vettel,ferrari,4.0,4.0,96.183,97.001,96.47666666666667,10516 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,2.0,18.0,37.77600000000075
841,2016,3,chinese,Daniil Kvyat,red_bull,6.0,6.0,96.399,97.719,97.02199999999999,8027 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,3.0,15.0,45.936000000000604
842,2016,3,chinese,Daniel Ricciardo,red_bull,2.0,2.0,95.917,97.672,96.80133333333333,9787 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,4.0,12.0,52.6880000000001
843,2016,3,chinese,Kimi Räikkönen,ferrari,3.0,3.0,95.972,97.347,96.47899999999998,13332 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,5.0,10.0,65.8720000000003
844,2016,3,chinese,Felipe Massa,williams,10.0,11.0,97.347,98.016,97.6815,12776 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,6.0,8.0,75.51100000000042
846,2016,3,chinese,Max Verstappen,alphatauri,9.0,9.0,97.194,98.181,97.54666666666667,6774 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,8.0,4.0,79.26800000000003
847,2016,3,chinese,Carlos Sainz,alphatauri,8.0,8.0,96.881,97.656,97.247,7899 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,9.0,2.0,84.12700000000041
848,2016,3,chinese,Valtteri Bottas,williams,5.0,5.0,96.296,97.537,96.88799999999999,9729 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,10.0,1.0,86.19200000000001
849,2016,3,chinese,Sergio Pérez,racing_point,7.0,7.0,96.865,98.096,97.37,9578 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,11.0,0.0,94.28300000000036
850,2016,3,chinese,Fernando Alonso,mclaren,11.0,12.0,98.451,98.826,98.6385,12681 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,12.0,0.0,97.25300000000061
851,2016,3,chinese,Jenson Button,mclaren,12.0,13.0,97.593,99.093,98.343,13238 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,13.0,0.0,101.99000000000069
852,2016,3,chinese,Esteban Gutiérrez,haas,18.0,18.0,98.77,98.77,98.77,9022 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,14.0,0.0,101.99000000000069
853,2016,3,chinese,Nico Hülkenberg,racing_point,13.0,10.0,97.333,98.165,97.749,10469 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,15.0,0.0,101.99000000000069
854,2016,3,chinese,Marcus Ericsson,alfa,15.0,15.0,98.321,100.742,99.5315,9359 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,16.0,0.0,101.99000000000069
855,2016,3,chinese,Kevin Magnussen,renault,17.0,17.0,98.673,98.673,98.673,8595 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,17.0,0.0,101.99000000000069
857,2016,3,chinese,Romain Grosjean,haas,14.0,14.0,98.425,99.83,99.1275,10958 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,19.0,0.0,101.99000000000069
858,2016,3,chinese,Felipe Nasr,alfa,16.0,16.0,98.654,102.43,100.542,8640 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,20.0,0.0,101.99000000000069
859,2016,3,chinese,Rio Haryanto,manor,20.0,20.0,100.264,100.264,100.264,8486 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,21.0,0.0,101.99000000000069
860,2016,3,chinese,Jolyon Palmer,renault,19.0,19.0,99.528,99.528,99.528,9219 days,shanghai,Shanghai,China,Race circuit,Clockwise,5.451,sunny 21°c  (70°f) air temperature 37°c  (99°f) track temperature 4.8m/s  (16ft/s) wind from the northeast dry sunny,22.0,0.0,101.99000000000069
861,2016,4,russian,Nico Rosberg,mercedes,1.0,1.0,95.337,96.119,95.62433333333335,11266 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,1.0,25.0,0.0
862,2016,4,russian,Lewis Hamilton,mercedes,10.0,10.0,95.82,96.006,95.913,11437 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,2.0,18.0,25.021999999999935
863,2016,4,russian,Kimi Räikkönen,ferrari,3.0,4.0,96.663,96.976,96.79333333333334,13346 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,3.0,15.0,31.997999999999593
864,2016,4,russian,Valtteri Bottas,williams,2.0,3.0,96.536,97.746,97.14066666666668,9743 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,4.0,12.0,50.21699999999964
865,2016,4,russian,Felipe Massa,williams,4.0,5.0,97.016,97.753,97.33300000000001,12790 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,5.0,10.0,74.42699999999968
866,2016,4,russian,Fernando Alonso,mclaren,14.0,14.0,97.807,97.971,97.88900000000001,12695 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,6.0,8.0,74.42699999999968
867,2016,4,russian,Kevin Magnussen,renault,17.0,17.0,98.914,98.914,98.914,8609 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,7.0,6.0,74.42699999999968
868,2016,4,russian,Romain Grosjean,haas,15.0,15.0,98.055,98.383,98.219,10972 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,8.0,4.0,74.42699999999968
869,2016,4,russian,Sergio Pérez,racing_point,6.0,7.0,97.212,98.006,97.5,9592 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,9.0,2.0,74.42699999999968
870,2016,4,russian,Jenson Button,mclaren,12.0,12.0,97.701,98.332,98.0165,13252 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,10.0,1.0,74.42699999999968
871,2016,4,russian,Daniel Ricciardo,red_bull,5.0,6.0,97.125,98.091,97.59499999999998,9801 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,11.0,0.0,74.42699999999968
872,2016,4,russian,Carlos Sainz,alphatauri,11.0,11.0,97.652,97.784,97.718,7913 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,12.0,0.0,74.42699999999968
873,2016,4,russian,Jolyon Palmer,renault,18.0,18.0,99.009,99.009,99.009,9233 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,13.0,0.0,74.42699999999968
874,2016,4,russian,Marcus Ericsson,alfa,22.0,22.0,99.519,99.519,99.519,9373 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,14.0,0.0,74.42699999999968
875,2016,4,russian,Daniil Kvyat,red_bull,8.0,8.0,97.459,98.265,97.77666666666666,8041 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,15.0,0.0,74.42699999999968
876,2016,4,russian,Felipe Nasr,alfa,19.0,19.0,99.018,99.018,99.018,8654 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,16.0,0.0,74.42699999999968
877,2016,4,russian,Esteban Gutiérrez,haas,16.0,16.0,98.115,98.678,98.3965,9036 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,17.0,0.0,74.42699999999968
878,2016,4,russian,Pascal Wehrlein,manor,20.0,20.0,99.399,99.399,99.399,7866 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,18.0,0.0,148.85399999999936
879,2016,4,russian,Max Verstappen,alphatauri,9.0,9.0,97.51,98.123,97.73866666666667,6788 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,19.0,0.0,74.42699999999968
880,2016,4,russian,Sebastian Vettel,ferrari,7.0,2.0,96.123,96.623,96.43366666666667,10530 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,20.0,0.0,74.42699999999968
881,2016,4,russian,Nico Hülkenberg,racing_point,13.0,13.0,97.771,98.562,98.1665,10483 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,21.0,0.0,74.42699999999968
882,2016,4,russian,Rio Haryanto,manor,21.0,21.0,99.463,99.463,99.463,8500 days,sochi,Sochi,Russia,Race circuit,Clockwise,5.848,partly cloudy 16°c  (61°f) air temperature 39.0°c  (102.5°f) track temperature 2.5m/s  (8.2ft/s) wind from the southwest dry sunny,22.0,0.0,74.42699999999968
883,2016,5,spanish,Max Verstappen,red_bull,4.0,4.0,83.087,83.578,83.281,6802 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,1.0,25.0,0.0
884,2016,5,spanish,Kimi Räikkönen,ferrari,5.0,5.0,83.113,83.796,83.471,13360 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,2.0,18.0,0.6159999999999854
885,2016,5,spanish,Sebastian Vettel,ferrari,6.0,6.0,83.334,84.124,83.71533333333333,10544 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,3.0,15.0,5.581000000000131
886,2016,5,spanish,Daniel Ricciardo,red_bull,3.0,3.0,82.68,83.749,83.33800000000001,9815 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,4.0,12.0,43.94999999999982
887,2016,5,spanish,Valtteri Bottas,williams,7.0,7.0,83.522,84.251,83.932,9757 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,5.0,10.0,45.27099999999973
888,2016,5,spanish,Carlos Sainz,alphatauri,8.0,8.0,83.643,84.496,84.07199999999999,7927 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,6.0,8.0,61.39500000000044
889,2016,5,spanish,Sergio Pérez,racing_point,9.0,9.0,83.782,84.698,84.161,9606 days,catalunya,Montmeló,Spain,Race circuit,Clockwise,4.675,partly cloudy 21.0°c  (70.0°f) air temperature 40.0°c  (104.0°f) track temperature 2m/s  (6.6ft/s) wind from the north dry sunny,7.0,6.0,79.53800000000047
