,season,round,race_name,name,constructor,grid,qual_position,q_best,q_worst,q_mean,ageDuringRace,circuitId,locality,country,type,direction,length,weather,finish_position,points,filled_splits
124,2014,6,monaco,Esteban Gutiérrez,alfa,17.0,17.0,78.741,78.741,78.741,8329 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"overcast, air  20.5°c  (69.0°f), track  29.0°c  (84.0°f). ",15.0,0.0,32.452000000000226
125,2014,6,monaco,Valtteri Bottas,williams,13.0,13.0,78.082,78.407,78.24449999999999,9036 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"overcast, air  20.5°c  (69.0°f), track  29.0°c  (84.0°f). ",16.0,0.0,32.452000000000226
126,2014,6,monaco,Jean-Éric Vergne,alphatauri,7.0,7.0,77.54,77.657,77.58466666666668,8796 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"overcast, air  20.5°c  (69.0°f), track  29.0°c  (84.0°f). ",17.0,0.0,32.452000000000226
127,2014,6,monaco,Adrian Sutil,alfa,18.0,18.0,78.745,78.745,78.745,11457 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"overcast, air  20.5°c  (69.0°f), track  29.0°c  (84.0°f). ",18.0,0.0,32.452000000000226
128,2014,6,monaco,Daniil Kvyat,alphatauri,9.0,9.0,77.594,78.616,78.1,7334 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"overcast, air  20.5°c  (69.0°f), track  29.0°c  (84.0°f). ",19.0,0.0,32.452000000000226
129,2014,6,monaco,Sebastian Vettel,red_bull,4.0,4.0,76.547,78.383,77.33466666666666,9823 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"overcast, air  20.5°c  (69.0°f), track  29.0°c  (84.0°f). ",20.0,0.0,32.452000000000226
130,2014,6,monaco,Sergio Pérez,racing_point,10.0,10.0,77.755,78.327,78.06333333333333,8885 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"overcast, air  20.5°c  (69.0°f), track  29.0°c  (84.0°f). ",21.0,0.0,32.452000000000226
131,2014,6,monaco,Pastor Maldonado,renault,15.0,15.0,78.356,78.585,78.47049999999999,10669 days,monaco,Monte-Carlo,Monaco,Street circuit,Clockwise,3.337,"overcast, air  20.5°c  (69.0°f), track  29.0°c  (84.0°f). ",22.0,0.0,32.452000000000226
132,2014,7,canadian,Daniel Ricciardo,red_bull,6.0,6.0,75.589,77.113,76.19966666666666,9108 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,1.0,25.0,0.0
133,2014,7,canadian,Nico Rosberg,mercedes,1.0,1.0,74.874,76.471,75.54466666666666,10573 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,2.0,18.0,4.235999999999876
134,2014,7,canadian,Sebastian Vettel,red_bull,3.0,3.0,75.548,77.47,76.37566666666667,9837 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,3.0,15.0,5.247000000000298
135,2014,7,canadian,Jenson Button,mclaren,9.0,9.0,76.182,76.631,76.34233333333333,12559 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,4.0,12.0,11.75500000000011
136,2014,7,canadian,Nico Hülkenberg,racing_point,11.0,11.0,76.3,76.897,76.5985,9790 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,5.0,10.0,12.842999999999847
137,2014,7,canadian,Fernando Alonso,ferrari,7.0,7.0,75.814,77.01,76.31833333333334,12002 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,6.0,8.0,14.868999999999687
138,2014,7,canadian,Valtteri Bottas,williams,4.0,4.0,75.55,76.772,76.04266666666666,9050 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,7.0,6.0,23.57800000000043
139,2014,7,canadian,Jean-Éric Vergne,alphatauri,8.0,8.0,76.162,77.178,76.53166666666667,8810 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,8.0,4.0,28.02599999999984
140,2014,7,canadian,Kevin Magnussen,mclaren,12.0,12.0,76.31,76.446,76.378,7916 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,9.0,2.0,29.253999999999905
141,2014,7,canadian,Kimi Räikkönen,ferrari,10.0,10.0,76.214,77.013,76.49066666666667,12653 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,10.0,1.0,53.677999999999884
142,2014,7,canadian,Sergio Pérez,racing_point,13.0,13.0,76.472,78.235,77.3535,8899 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,11.0,0.0,53.677999999999884
143,2014,7,canadian,Felipe Massa,williams,5.0,5.0,75.578,76.666,76.00566666666667,12097 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,12.0,0.0,53.677999999999884
144,2014,7,canadian,Adrian Sutil,alfa,16.0,16.0,77.314,77.519,77.4165,11471 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,13.0,0.0,53.677999999999884
146,2014,7,canadian,Romain Grosjean,renault,14.0,14.0,76.687,77.732,77.20949999999999,10279 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,15.0,0.0,53.677999999999884
147,2014,7,canadian,Daniil Kvyat,alphatauri,15.0,15.0,76.713,76.938,76.8255,7348 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,16.0,0.0,53.677999999999884
148,2014,7,canadian,Lewis Hamilton,mercedes,2.0,2.0,74.953,75.75,75.25233333333334,10744 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,17.0,0.0,53.677999999999884
149,2014,7,canadian,Kamui Kobayashi,caterham,21.0,20.0,79.278,79.278,79.278,10130 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,18.0,0.0,53.677999999999884
150,2014,7,canadian,Pastor Maldonado,renault,17.0,17.0,78.328,78.328,78.328,10683 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,19.0,0.0,53.677999999999884
151,2014,7,canadian,Marcus Ericsson,caterham,20.0,21.0,79.82,79.82,79.82,8680 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,20.0,0.0,53.677999999999884
152,2014,7,canadian,Max Chilton,manor,18.0,18.0,78.348,78.348,78.348,8449 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,21.0,0.0,53.677999999999884
153,2014,7,canadian,Jules Bianchi,manor,19.0,19.0,78.359,78.359,78.359,9075 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,22.0,0.0,53.677999999999884
154,2014,8,austrian,Nico Rosberg,mercedes,3.0,3.0,68.944,69.695,69.20433333333334,10587 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",1.0,25.0,0.0
155,2014,8,austrian,Lewis Hamilton,mercedes,9.0,9.0,69.092,69.514,69.303,10758 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",2.0,18.0,1.9320000000006985
156,2014,8,austrian,Valtteri Bottas,williams,2.0,2.0,68.846,70.356,69.43266666666666,9064 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",3.0,15.0,8.17200000000048
157,2014,8,austrian,Felipe Massa,williams,1.0,1.0,68.759,70.292,69.43,12111 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",4.0,12.0,17.358000000000175
158,2014,8,austrian,Fernando Alonso,ferrari,4.0,4.0,69.285,70.405,69.723,12016 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",5.0,10.0,18.553000000000793
159,2014,8,austrian,Sergio Pérez,racing_point,15.0,11.0,69.754,70.124,69.939,8913 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",6.0,8.0,28.546000000000276
160,2014,8,austrian,Kevin Magnussen,mclaren,6.0,6.0,69.473,70.081,69.68966666666667,7930 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",7.0,6.0,32.03099999999995
161,2014,8,austrian,Daniel Ricciardo,red_bull,5.0,5.0,69.466,70.395,69.83300000000001,9122 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",8.0,4.0,43.521999999999935
162,2014,8,austrian,Nico Hülkenberg,racing_point,10.0,10.0,69.624,70.389,70.00649999999999,9804 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",9.0,2.0,44.137000000000626
163,2014,8,austrian,Kimi Räikkönen,ferrari,8.0,8.0,69.657,70.795,70.24566666666668,12667 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",10.0,1.0,47.777000000000044
164,2014,8,austrian,Jenson Button,mclaren,11.0,12.0,69.78,70.252,70.01599999999999,12573 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",11.0,0.0,50.96600000000035
165,2014,8,austrian,Pastor Maldonado,renault,13.0,14.0,69.939,70.821,70.38,10697 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",12.0,0.0,50.96600000000035
166,2014,8,austrian,Adrian Sutil,alfa,16.0,17.0,70.825,70.825,70.825,11485 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",13.0,0.0,50.96600000000035
167,2014,8,austrian,Romain Grosjean,renault,22.0,16.0,70.461,70.642,70.5515,10293 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",14.0,0.0,50.96600000000035
168,2014,8,austrian,Jules Bianchi,manor,18.0,19.0,71.412,71.412,71.412,9089 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",15.0,0.0,101.9320000000007
169,2014,8,austrian,Kamui Kobayashi,caterham,19.0,20.0,71.673,71.673,71.673,10144 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",16.0,0.0,101.9320000000007
170,2014,8,austrian,Max Chilton,manor,21.0,21.0,71.775,71.775,71.775,8463 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",17.0,0.0,101.9320000000007
171,2014,8,austrian,Marcus Ericsson,caterham,20.0,22.0,72.673,72.673,72.673,8694 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",18.0,0.0,101.9320000000007
172,2014,8,austrian,Esteban Gutiérrez,alfa,17.0,18.0,71.349,71.349,71.349,8357 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",19.0,0.0,101.9320000000007
173,2014,8,austrian,Jean-Éric Vergne,alphatauri,14.0,15.0,70.073,70.161,70.11699999999999,8824 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",20.0,0.0,50.96600000000035
174,2014,8,austrian,Sebastian Vettel,red_bull,12.0,13.0,69.801,70.63,70.21549999999999,9851 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",21.0,0.0,50.96600000000035
175,2014,8,austrian,Daniil Kvyat,alphatauri,7.0,7.0,69.49,69.678,69.59566666666667,7362 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,"partially cloudy , hot and dry  ",22.0,0.0,50.96600000000035
176,2014,9,british,Lewis Hamilton,mercedes,6.0,6.0,94.87,101.058,98.38666666666666,10772 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,1.0,25.0,0.0
177,2014,9,british,Valtteri Bottas,williams,14.0,17.0,105.318,105.318,105.318,9078 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,2.0,18.0,30.13500000000022
178,2014,9,british,Daniel Ricciardo,red_bull,8.0,8.0,98.166,104.71,101.16066666666666,9136 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,3.0,15.0,46.4950000000008
179,2014,9,british,Jenson Button,mclaren,3.0,3.0,96.579,104.425,99.73466666666667,12587 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,4.0,12.0,47.39000000000124
180,2014,9,british,Sebastian Vettel,red_bull,2.0,2.0,96.41,105.086,99.62733333333331,9865 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,5.0,10.0,53.8640000000014
181,2014,9,british,Fernando Alonso,ferrari,16.0,19.0,105.935,105.935,105.935,12030 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,6.0,8.0,59.94600000000173
182,2014,9,british,Kevin Magnussen,mclaren,5.0,5.0,97.37,102.507,99.43133333333333,7944 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,7.0,6.0,62.5630000000001
183,2014,9,british,Nico Hülkenberg,racing_point,4.0,4.0,97.112,101.271,98.904,9818 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,8.0,4.0,88.69200000000092
184,2014,9,british,Daniil Kvyat,alphatauri,9.0,9.0,96.813,101.032,99.51733333333334,7376 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,9.0,2.0,89.34000000000015
185,2014,9,british,Jean-Éric Vergne,alphatauri,10.0,10.0,97.8,103.04,100.565,8838 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,10.0,1.0,89.34000000000015
186,2014,9,british,Sergio Pérez,racing_point,7.0,7.0,97.35,102.146,99.98433333333332,8927 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,11.0,0.0,89.34000000000015
187,2014,9,british,Romain Grosjean,renault,11.0,11.0,98.496,103.121,100.8085,10307 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,12.0,0.0,89.34000000000015
188,2014,9,british,Adrian Sutil,alfa,13.0,16.0,102.603,102.603,102.603,11499 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,13.0,0.0,89.34000000000015
189,2014,9,british,Jules Bianchi,manor,12.0,12.0,98.709,101.169,99.939,9103 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,14.0,0.0,89.34000000000015
190,2014,9,british,Kamui Kobayashi,caterham,22.0,22.0,109.625,109.625,109.625,10158 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,15.0,0.0,178.6800000000003
191,2014,9,british,Max Chilton,manor,17.0,13.0,99.8,102.082,100.941,8477 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,16.0,0.0,178.6800000000003
192,2014,9,british,Pastor Maldonado,renault,20.0,15.0,103.892,104.018,103.955,10711 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,17.0,0.0,268.02000000000044
193,2014,9,british,Nico Rosberg,mercedes,1.0,1.0,95.179,100.38,97.10833333333333,10601 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,18.0,0.0,89.34000000000015
194,2014,9,british,Marcus Ericsson,caterham,21.0,21.0,109.421,109.421,109.421,8708 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,19.0,0.0,89.34000000000015
195,2014,9,british,Esteban Gutiérrez,alfa,19.0,14.0,100.912,103.285,102.0985,8371 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,20.0,0.0,89.34000000000015
196,2014,9,british,Felipe Massa,williams,15.0,18.0,105.695,105.695,105.695,12125 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,21.0,0.0,89.34000000000015
197,2014,9,british,Kimi Räikkönen,ferrari,18.0,20.0,106.684,106.684,106.684,12681 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,mostly cloudy  with maximum temperatures reaching 21 degrees during the day. ,22.0,0.0,89.34000000000015
198,2014,10,german,Nico Rosberg,mercedes,1.0,1.0,76.54,77.631,77.09333333333335,10615 days,hockenheimring,Hockenheim,Germany,Race circuit,Clockwise,4.574,cloudy  with maximum temperatures reaching 26 degrees during the day. ,1.0,25.0,0.0
199,2014,10,german,Valtteri Bottas,williams,2.0,2.0,76.759,78.215,77.44233333333334,9092 days,hockenheimring,Hockenheim,Germany,Race circuit,Clockwise,4.574,cloudy  with maximum temperatures reaching 26 degrees during the day. ,2.0,18.0,20.78900000000067
200,2014,10,german,Lewis Hamilton,mercedes,20.0,16.0,78.683,78.683,78.683,10786 days,hockenheimring,Hockenheim,Germany,Race circuit,Clockwise,4.574,cloudy  with maximum temperatures reaching 26 degrees during the day. ,3.0,15.0,22.530000000000655
201,2014,10,german,Sebastian Vettel,red_bull,6.0,6.0,77.577,78.194,77.80566666666667,9879 days,hockenheimring,Hockenheim,Germany,Race circuit,Clockwise,4.574,cloudy  with maximum temperatures reaching 26 degrees during the day. ,4.0,12.0,44.014000000000124
202,2014,10,german,Fernando Alonso,ferrari,7.0,7.0,77.649,78.389,77.968,12044 days,hockenheimring,Hockenheim,Germany,Race circuit,Clockwise,4.574,cloudy  with maximum temperatures reaching 26 degrees during the day. ,5.0,10.0,52.46700000000055
203,2014,10,german,Daniel Ricciardo,red_bull,5.0,5.0,77.273,78.117,77.74833333333333,9150 days,hockenheimring,Hockenheim,Germany,Race circuit,Clockwise,4.574,cloudy  with maximum temperatures reaching 26 degrees during the day. ,6.0,8.0,52.54899999999998
204,2014,10,german,Nico Hülkenberg,racing_point,9.0,9.0,78.014,78.927,78.31933333333335,9832 days,hockenheimring,Hockenheim,Germany,Race circuit,Clockwise,4.574,cloudy  with maximum temperatures reaching 26 degrees during the day. ,7.0,6.0,64.17799999999988
205,2014,10,german,Jenson Button,mclaren,11.0,11.0,78.193,78.425,78.309,12601 days,hockenheimring,Hockenheim,Germany,Race circuit,Clockwise,4.574,cloudy  with maximum temperatures reaching 26 degrees during the day. ,8.0,4.0,84.71100000000024
206,2014,10,german,Kevin Magnussen,mclaren,4.0,4.0,77.214,78.26,77.754,7958 days,hockenheimring,Hockenheim,Germany,Race circuit,Clockwise,4.574,cloudy  with maximum temperatures reaching 26 degrees during the day. ,9.0,2.0,84.71100000000024
207,2014,10,german,Sergio Pérez,racing_point,10.0,10.0,78.035,78.916,78.37066666666666,8941 days,hockenheimring,Hockenheim,Germany,Race circuit,Clockwise,4.574,cloudy  with maximum temperatures reaching 26 degrees during the day. ,10.0,1.0,84.71100000000024
208,2014,10,german,Kimi Räikkönen,ferrari,12.0,12.0,78.273,78.534,78.40350000000001,12695 days,hockenheimring,Hockenheim,Germany,Race circuit,Clockwise,4.574,cloudy  with maximum temperatures reaching 26 degrees during the day. ,11.0,0.0,84.71100000000024
209,2014,10,german,Pastor Maldonado,renault,18.0,19.0,80.195,80.195,80.195,10725 days,hockenheimring,Hockenheim,Germany,Race circuit,Clockwise,4.574,cloudy  with maximum temperatures reaching 26 degrees during the day. ,12.0,0.0,84.71100000000024
210,2014,10,german,Jean-Éric Vergne,alphatauri,13.0,13.0,78.285,78.496,78.3905,8852 days,hockenheimring,Hockenheim,Germany,Race circuit,Clockwise,4.574,cloudy  with maximum temperatures reaching 26 degrees during the day. ,13.0,0.0,84.71100000000024
211,2014,10,german,Esteban Gutiérrez,alfa,16.0,14.0,78.739,78.787,78.763,8385 days,hockenheimring,Hockenheim,Germany,Race circuit,Clockwise,4.574,cloudy  with maximum temperatures reaching 26 degrees during the day. ,14.0,0.0,84.71100000000024
212,2014,10,german,Jules Bianchi,manor,17.0,18.0,79.676,79.676,79.676,9117 days,hockenheimring,Hockenheim,Germany,Race circuit,Clockwise,4.574,cloudy  with maximum temperatures reaching 26 degrees during the day. ,15.0,0.0,84.71100000000024
